"Clase","Marca","Tipo","Subtipo","Cilindrada","Tracción","Transmisión","Combustible","Año Modelo","País Origen","Otras Características","Precio FOB USD"
"AMBULANCIA","FORD","TRANSIT","250","3500","4X2","AT","GASOLINA","2023","MEXICO","EQUIPADA PARA TERAPIA INTENSIVA","94900"
"AUTOMOVIL","ACURA","INTEGRA","BASE","1500","4X2","AT","GASOLINA","2025","JAPÓN","TURBO, FWD","32400"
"AUTOMOVIL","ACURA","INTEGRA","S","2000","4X2","MT","GASOLINA","2026","JAPÓN","HATCHBACK; TURBO; FWD","52337"
"AUTOMOVIL","ACURA","INTEGRA","STANDARD","1500","4X2","AT","GASOLINA","2025","JAPÓN","TURBO, PAQUETE A-SPEC, FWD","34400"
"AUTOMOVIL","ACURA","INTEGRA","STANDARD","1500","4X2","AT","GASOLINA","2025","JAPÓN","TURBO, PAQUETE TECNOLOGICO, A-SPEC, FWD","37400"
"AUTOMOVIL","ACURA","INTEGRA","STANDARD","1500","4X2","AT","GASOLINA","2026","JAPÓN","HATCHBACK; TURBO; FWD","32832"
"AUTOMOVIL","ACURA","INTEGRA","STANDARD","1500","4X2","MT","GASOLINA","2025","JAPÓN","TURBO, PAQUETE TECNOLOGICO, A-SPEC, FWD","37400"
"AUTOMOVIL","ACURA","INTEGRA","A-SPEC","1500","4X2","AT","GASOLINA","2026","JAPÓN","HATCHBACK; TURBO; FWD","35429"
"AUTOMOVIL","ACURA","INTEGRA","A-SPEC","1500","4X2","AT","GASOLINA","2026","JAPÓN","HATCHBACK; TURBO; PAQUETE: TECNOLOGICO; FWD","38549"
"AUTOMOVIL","ACURA","INTEGRA","A-SPEC","1500","4X2","MT","GASOLINA","2026","JAPÓN","HATCHBACK; TURBO; PAQUETE: TECNOLOGICO; FWD","38569"
"AUTOMOVIL","ALFA ROMEO","GIULIA","TI","2000","4X2","AT","GASOLINA","2023","ITALIA","RWD","46320"
"AUTOMOVIL","ALFA ROMEO","GIULIA","TI","2000","4X4","AT","GASOLINA","2023","ITALIA","AWD","48320"
"AUTOMOVIL","ALFA ROMEO","GIULIA","ESTREMA","2000","4X2","AT","GASOLINA","2023","ITALIA","RWD","55420"
"AUTOMOVIL","ALFA ROMEO","GIULIA","ESTREMA","2000","4X4","AT","GASOLINA","2023","ITALIA","AWD","57420"
"AUTOMOVIL","ALFA ROMEO","GIULIA","SPRINT","2000","4X2","AT","GASOLINA","2023","ITALIA","RWD","44280"
"AUTOMOVIL","ALFA ROMEO","GIULIA","SPRINT","2000","4X4","AT","GASOLINA","2023","ITALIA","AWD","46280"
"AUTOMOVIL","ALFA ROMEO","GIULIA","VELOCE","2000","4X2","AT","GASOLINA","2023","ITALIA","RWD","49920"
"AUTOMOVIL","ALFA ROMEO","GIULIA","VELOCE","2000","4X4","AT","GASOLINA","2023","ITALIA","AWD","51920"
"AUTOMOVIL","ALIN","AL-JOY","EXPORT 7500","0","4X2","AT","ELECTRICO","2025","CHINA","POTENCIA: 7.5KW, VELOCIDAD MAXIMA: 80 KM/H, BATERIA: LITIO 72V/15A","7200"
"AUTOMOVIL","ALIN","AL-JOY","POWER 5000","0","4X2","AT","ELECTRICO","2025","CHINA","POTENCIA: 5KW, VELOCIDAD MAXIMA: 52 KM/H, BATERIA: LITIO 72V/15A","6400"
"AUTOMOVIL","ALIN","AL-JOY","SMART 4000","0","4X2","AT","ELECTRICO","2025","CHINA","POTENCIA: 4KW, VELOCIDAD MAXIMA: 42 KM/H, BATERIA: LITIO 72V/15A","5760"
"AUTOMOVIL","ASTON MARTIN","DBS","V12","5200","4X2","AT","GASOLINA","2023","REINO UNIDO","RWD","330600"
"AUTOMOVIL","ASTON MARTIN","DBS","VOLANTE V12","5200","4X2","AT","GASOLINA","2023","REINO UNIDO","RWD","349800"
"AUTOMOVIL","ASTON MARTIN","VANTAGE","STANDARD","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","V8, RWD","143900"
"AUTOMOVIL","ASTON MARTIN","VANTAGE","ROADSTER","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","V8, RWD","155100"
"AUTOMOVIL","ASTON MARTIN","VANTAGE","F1","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","RWD","168500"
"AUTOMOVIL","ASTON MARTIN","VANTAGE","F1 ROADSTER","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","RWD","179800"
"AUTOMOVIL","ASTON MARTIN","DB11","COUPE","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","V8, RWD","217000"
"AUTOMOVIL","ASTON MARTIN","DB11","VOLANTE","4000","4X2","AT","GASOLINA","2023","REINO UNIDO","V8, RWD","233200"
"AUTOMOVIL","AUDI","A4","40 PREMIUM","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","40715"
"AUTOMOVIL","AUDI","A4","40 PREMIUM PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","43564"
"AUTOMOVIL","AUDI","A4","40 PRESTIGE","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","45698"
"AUTOMOVIL","AUDI","A4","45 PREMIUM","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","41044"
"AUTOMOVIL","AUDI","A4","45 PREMIUM PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","45018"
"AUTOMOVIL","AUDI","A4","45 PRESTIGE","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","46893"
"AUTOMOVIL","AUDI","A6","PREMIUM","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","57722"
"AUTOMOVIL","AUDI","A6","PREMIUM","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; PAQUETE: CONVENIENCE; HIBRIDO; AWD","57816"
"AUTOMOVIL","AUDI","A6","PRESTIGE","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","59874"
"AUTOMOVIL","AUDI","A6","PRESTIGE","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; PAQUETE: S LINE, BLACK OPTIC; AWD","60937"
"AUTOMOVIL","AUDI","A6","PREMIUM PLUS","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","58930"
"AUTOMOVIL","AUDI","A6","PREMIUM PLUS","3000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; PAQUETE: S LINE BLACK OPTIC; AWD","60663"
"AUTOMOVIL","AUDI","A6","45 PREMIUM","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","54606"
"AUTOMOVIL","AUDI","A6","45 PREMIUM PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","59015"
"AUTOMOVIL","AUDI","A6","55 PRESTIGE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","67228"
"AUTOMOVIL","AUDI","A6","55 PREMIUM","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","60586"
"AUTOMOVIL","AUDI","A6","55 PREMIUM PLUS","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","64176"
"AUTOMOVIL","AUDI","A6","45 PREMIUM CONVENIENCE PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","55227"
"AUTOMOVIL","AUDI","A6","55 PREMIUM CONVENIENCE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","60253"
"AUTOMOVIL","AUDI","A3","PREMIUM","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","37161"
"AUTOMOVIL","AUDI","A3","PREMIUM","2000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","39394"
"AUTOMOVIL","AUDI","A3","PREMIUM PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","39338"
"AUTOMOVIL","AUDI","A3","PREMIUM PLUS","2000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","41689"
"AUTOMOVIL","AUDI","A3","PREMIUM PLUS","2000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; PAQUETE: S LINE; AWD","42466"
"AUTOMOVIL","AUDI","TT COUPE","QUATTRO","2000","4X4","DCT","GASOLINA","2023","ALEMANIA","COUPE, S-TRONIC, AWD","52200"
"AUTOMOVIL","AUDI","A7","PREMIUM","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","67866"
"AUTOMOVIL","AUDI","A7","PRESTIGE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","75613"
"AUTOMOVIL","AUDI","A7","PREMIUM PLUS","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","73412"
"AUTOMOVIL","AUDI","A7","PREMIUM S LINE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","68620"
"AUTOMOVIL","AUDI","A7","PREMIUM PLUS S LINE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","76558"
"AUTOMOVIL","AUDI","A7","PRESTIGE S LINE","3000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","77064"
"AUTOMOVIL","AUDI","S3","TFSI","2000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","51329"
"AUTOMOVIL","AUDI","S3","TFSI S SPORT","2000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","52457"
"AUTOMOVIL","AUDI","R8","PERFORMANCE","5200","4X2","DCT","GASOLINA","2023","ALEMANIA","V10 COUPE, S TRONIC","158600"
"AUTOMOVIL","AUDI","R8","PERFORMANCE QUATTRO","5200","4X4","DCT","GASOLINA","2023","ALEMANIA","V10, COUPE, S TRONIC","209700"
"AUTOMOVIL","AUDI","R8","PERFORMANCE SPYDER QUATTRO","5200","4X4","DCT","GASOLINA","2023","ALEMANIA","V10, S TRONIC","222100"
"AUTOMOVIL","AUDI","R8","PERFORMANCE SPYDER","5200","4X2","DCT","GASOLINA","2023","ALEMANIA","V10, S TRONIC","171000"
"AUTOMOVIL","AUDI","S7","PREMIUM","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","84439"
"AUTOMOVIL","AUDI","S7","PRESTIGE","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","89882"
"AUTOMOVIL","AUDI","S7","PREMIUM PLUS","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","85862"
"AUTOMOVIL","AUDI","S7","PREMIUM PLUS S SPORT","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","90212"
"AUTOMOVIL","AUDI","S7","PRESTIGE S SPORT","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","93648"
"AUTOMOVIL","AUDI","S6","PREMIUM","2900","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","73298"
"AUTOMOVIL","AUDI","S6","PRESTIGE","2900","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","81332"
"AUTOMOVIL","AUDI","S6","PREMIUM PLUS","2900","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","77294"
"AUTOMOVIL","AUDI","S6","PREMIUM PLUS S SPORT","2900","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","81647"
"AUTOMOVIL","AUDI","S6","PRESTIGE S SPORT","2900","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 4 PUERTAS; AWD","80518"
"AUTOMOVIL","AUDI","RS 7","QUATTRO","4000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","130524"
"AUTOMOVIL","AUDI","RS 3","TFSI","2500","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; AWD","65042"
"AUTOMOVIL","AUDI","RS 3","TFSI DYNAMIC PLUS","2500","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; AWD","71660"
"AUTOMOVIL","AUDI","A4 ALLROAD","45 PREMIUM PLUS QUATTRO","2000","4X4","DCT","GASOLINA","2023","ALEMANIA","S-TRONIC, AWD","50500"
"AUTOMOVIL","AUDI","A4 ALLROAD","45 PRESTIGE QUATTRO","2000","4X4","DCT","GASOLINA","2023","ALEMANIA","S-TRONIC, AWD","55800"
"AUTOMOVIL","AUDI","Q5 SPORTBACK","45 PREMIUM","2000","4X4","DCT","GASOLINA","2023","HUNGRÍA","SUV, AWD","51000"
"AUTOMOVIL","AUDI","Q5 SPORTBACK","45 PREMIUM PLUS","2000","4X4","DCT","GASOLINA","2023","HUNGRÍA","SUV, AWD","54600"
"AUTOMOVIL","AUDI","Q5 SPORTBACK","45 PRESTIGE","2000","4X4","DCT","GASOLINA","2023","HUNGRÍA","SUV, AWD","59700"
"AUTOMOVIL","AUDI","A5 SPORTBACK","45 PREMIUM","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","46665"
"AUTOMOVIL","AUDI","A5 SPORTBACK","45 PREMIUM PLUS","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","52411"
"AUTOMOVIL","AUDI","A5 SPORTBACK","45 PRESTIGE","2000","4X4","AT","GASOLINA","2025","ALEMANIA","TURBO; HIBRIDO; BATERIA: 48 VOLTS; 5 PUERTAS; AWD","53042"
"AUTOMOVIL","AUDI","E-TRON GT","RS","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","153455"
"AUTOMOVIL","AUDI","E-TRON GT","RS","0","4X4","AT","ELECTRICO","2026","BELGICA","SEDAN; POTENCIA: 845 HP; AWD","132210"
"AUTOMOVIL","AUDI","E-TRON GT","S PREMIUM PLUS","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","120888"
"AUTOMOVIL","AUDI","E-TRON GT","S PREMIUM PLUS","0","4X4","AT","ELECTRICO","2026","BELGICA","SEDAN; POTENCIA: 670 HP; AWD","110347"
"AUTOMOVIL","AUDI","E-TRON GT","S PREMIUM PLUS S SPORT","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","120888"
"AUTOMOVIL","AUDI","E-TRON GT","S PRESTIGE S SPORT","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","128444"
"AUTOMOVIL","AUDI","E-TRON GT","RS DYNAMIC PLUS","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","166088"
"AUTOMOVIL","AUDI","E-TRON GT","S EXCLUSIVE EDITION","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","137831"
"AUTOMOVIL","AUDI","E-TRON GT","S PRESTIGE","0","4X4","AT","ELECTRICO","2025","BELGICA","BATERIA 105 KWH; CON CONECTOR; 4 PUERTAS; AWD","125846"
"AUTOMOVIL","AUDI","E-TRON GT","S PRESTIGE","0","4X4","AT","ELECTRICO","2026","BELGICA","SEDAN; POTENCIA: 670 HP; AWD","121254"
"AUTOMOVIL","AUDI","S5 SPORTBACK","PREMIUM PLUS QUATTRO","3000","4X4","AT","GASOLINA","2023","ALEMANIA","TIPTRONIC, AWD","59800"
"AUTOMOVIL","AUDI","S5 SPORTBACK","PRESTIGE QUATTRO","3000","4X4","AT","GASOLINA","2023","ALEMANIA","TIPTRONIC, AWD","64200"
"AUTOMOVIL","AUDI","RS E-TRON","GT","0","4X4","AT","ELECTRICO","2023","ALEMANIA","637 HP, AWD","143900"
"AUTOMOVIL","AUDI","RS 5 SPORTBACK","TFSI","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; 5 PUERTAS; WB 111.3 IN; AWD","76996"
"AUTOMOVIL","AUDI","RS 5 SPORTBACK","TFSI DYNAMIC","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; 5 PUERTAS; WB 111.3 IN; AWD","80533"
"AUTOMOVIL","AUDI","RS 5 SPORTBACK","TFSI COMPETITION","2900","4X4","AT","GASOLINA","2025","ALEMANIA","HATCHBACK; TURBO; 5 PUERTAS; WB 111.3 IN; AWD","82340"
"AUTOMOVIL","AUDI","S8L","QUATTRO","4000","4X4","AT","GASOLINA","2026","ALEMANIA","SEDAN; TURBO; HIBRIDO; AWD","121572"
"AUTOMOVIL","BAIC","SENOVA","D20","1300","4X2","MT","GASOLINA","2023","CHINA","5 PLAZAS, HATCHBACK, FWD","23010"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","COUPE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","280201"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT SPEED","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","COUPE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","291508"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT SPEED","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","COUPE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","310255"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","CONVERTIBLE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","279006"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC SPEED","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","CONVERTIBLE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","321203"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC SPEED","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","CONVERTIBLE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","341345"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT SPEED FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","COUPE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","329413"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT MULLINER","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","COUPE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","316708"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT MULLINER","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","COUPE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","375610"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC SPEED FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","CONVERTIBLE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","360592"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC MULLINER","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","CONVERTIBLE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","346138"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC MULLINER","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","CONVERTIBLE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","341345"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC MULLINER FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","CONVERTIBLE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","365675"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT MULLINER FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","COUPE; TURBO; BATERIA: 21.8 KWH; CON CONECTOR; 2 PUERTAS; AWD","347717"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GTC AZURE","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","CONVERTIBLE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","341345"
"AUTOMOVIL","BENTLEY","CONTINENTAL","GT AZURE","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","COUPE; TURBO; HIBRIDO ENCHUFABLE; 2 PUERTAS; AWD","313588"
"AUTOMOVIL","BENTLEY","FLYING SPUR","STANDARD","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","SEDAN; TURBO; HIBRIDO ENCHUFABLE; AWD","246137"
"AUTOMOVIL","BENTLEY","FLYING SPUR","SPEED","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","TURBO; BATERIA: 25.9 KWH; CON CONECTOR; 4 PUERTAS; AWD","260619"
"AUTOMOVIL","BENTLEY","FLYING SPUR","SPEED","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","SEDAN; TURBO; HIBRIDO ENCHUFABLE; AWD","272268"
"AUTOMOVIL","BENTLEY","FLYING SPUR","MULLINER","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","TURBO; BATERIA: 25.9 KWH; CON CONECTOR; 4 PUERTAS; AWD","281911"
"AUTOMOVIL","BENTLEY","FLYING SPUR","MULLINER","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","SEDAN; TURBO; HIBRIDO ENCHUFABLE; AWD","250622"
"AUTOMOVIL","BENTLEY","FLYING SPUR","AZURE","4000","4X4","AT","GASOLINA","2026","REINO UNIDO","SEDAN; TURBO; HIBRIDO ENCHUFABLE; AWD","250622"
"AUTOMOVIL","BENTLEY","FLYING SPUR","SPEED FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","TURBO; BATERIA: 25.9 KWH; CON CONECTOR; 4 PUERTAS; AWD","290294"
"AUTOMOVIL","BENTLEY","FLYING SPUR","MULLINER FIRST EDITION","4000","4X4","AT","GASOLINA","2025","REINO UNIDO","TURBO; BATERIA: 25.9 KWH; CON CONECTOR; 4 PUERTAS; AWD","309910"
"AUTOMOVIL","BENTLEY","CONTINENTAL GT","BASE","4000","4X4","AT","GASOLINA","2024","REINO UNIDO","COUPE; TURBO; AWD","242700"
"AUTOMOVIL","BENTLEY","CONTINENTAL GT","AZURE","4000","4X4","AT","GASOLINA","2024","REINO UNIDO","COUPE; TURBO; AWD","291300"
"AUTOMOVIL","BENTLEY","CONTINENTAL GTC","BASE","4000","4X4","AT","GASOLINA","2024","REINO UNIDO","CONVERTIBLE; TURBO; AWD","267000"
"AUTOMOVIL","BMW","Z4","SDRIVE30I","2000","4X2","AT","GASOLINA","2025","ALEMANIA","CONVERTIBLE; TURBO; 2 PUERTAS; RWD","54050"
"AUTOMOVIL","BMW","Z4","SDRIVE30I","2000","4X2","AT","GASOLINA","2026","ALEMANIA","CONVERTIBLE; TURBO; 2 PUERTAS; RWD","53746"
"AUTOMOVIL","BMW","Z4","SDRIVE30I","2000","4X2","AT","GASOLINA","2026","ALEMANIA","CONVERTIBLE; TURBO; PAQUETE: DYNAMIC HANDLING; 2 PUERTAS; RWD","55593"
"AUTOMOVIL","BMW","Z4","M40I","3000","4X2","AT","GASOLINA","2025","ALEMANIA","CONVERTIBLE; TURBO; 2 PUERTAS; RWD","66450"
"AUTOMOVIL","BMW","Z4","M40I","3000","4X2","AT","GASOLINA","2026","ALEMANIA","CONVERTIBLE; TURBO; 2 PUERTAS; RWD","65133"
"AUTOMOVIL","BMW","Z4","SDRIVE30I DYNAMIC HANDLING","2000","4X2","AT","GASOLINA","2025","ALEMANIA","CONVERTIBLE; TURBO; 2 PUERTAS; RWD","56500"
"AUTOMOVIL","BMW","X6","XDRIVE40I","3000","4X4","AT","GASOLINA","2025","ALEMANIA","SUV, TURBO, HIBRIDO, BATERIA: 48 VOLTS, 4 PUERTAS, AWD","74500"
"AUTOMOVIL","BMW","X6","XDRIVE40I M SPORT","3000","4X4","AT","GASOLINA","2025","ALEMANIA","SUV, TURBO, HIBRIDO, BATERIA: 48 VOLTS, 4 PUERTAS, AWD","78050"
"AUTOMOVIL","BMW","X6","M60I","4400","4X4","AT","GASOLINA","2025","ALEMANIA","SUV, TURBO, HIBRIDO, BATERIA: 48 VOLTS, 4 PUERTAS, AWD","94300"
"AUTOMOVIL","BMW","X6","M COMPETITION","4400","4X4","AT","GASOLINA","2025","ALEMANIA","SUV, TURBO, HIBRIDO, BATERIA: 48 VOLTS, 4 PUERTAS, AWD","129700"
"AUTOMOVIL","BMW","X6","M COMPETITION M DRIVERS","4400","4X4","AT","GASOLINA","2025","ALEMANIA","SUV, TURBO, HIBRIDO, BATERIA: 48 VOLTS, 4 PUERTAS, AWD","132200"
"AUTOMOVIL","BMW","X4","XDRIVE 30I","2000","4X4","AT","GASOLINA","2026","ESTADOS UNIDOS","COUPE; TURBO; TECHO; PANORAMICO; 4 PUERTAS; 4WD","63870"
"AUTOMOVIL","BMW","2 SERIES","230I","2000","4X2","AT","GASOLINA","2025","ALEMANIA","COUPE; TURBO; 2 PUERTAS; RWD","37761"
"AUTOMOVIL","BMW","2 SERIES","230I","2000","4X2","AT","GASOLINA","2026","ALEMANIA","COUPE; TURBO; 2 PUERTAS; RWD","40999"
