"Clase","Marca","Tipo","Subtipo","Cilindrada","Tracción","Transmisión","Combustible","Año Modelo","País Origen","Otras Características","Precio FOB USD"
"MINIBUS","CHEVROLET","EXPRESS 2500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","48101"
"MINIBUS","CHEVROLET","EXPRESS 2500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","47221"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","47847"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","48306"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","47426"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","49742"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","50201"
"MINIBUS","CHEVROLET","EXPRESS 2500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","49321"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","46947"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 155.1 IN, RWD","47747"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","47406"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 155.1 IN, RWD","48206"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","46526"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 155.1 IN, RWD","47326"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","48842"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 155.1 IN, RWD","49642"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","49301"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 155.1 IN, RWD","50101"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","49557"
"MINIBUS","CHEVROLET","EXPRESS 3500","LS","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 155.1 IN, RWD","49221"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","48647"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 155.1 IN, RWD","49447"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","49106"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 155.1 IN, RWD","49906"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","48226"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","4300","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 155.1 IN, RWD","49026"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 135.2 IN, RWD","50542"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","12 PLAZAS, WB 155.1 IN, RWD","51342"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 135.2 IN, RWD","51001"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","15 PLAZAS, WB 155.1 IN, RWD","51801"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 135.2 IN, RWD","50121"
"MINIBUS","CHEVROLET","EXPRESS 3500","LT","6600","4X2","AT","GASOLINA","2024","ESTADOS UNIDOS","7-8 PLAZAS (ASIENTOS GRANDES), WB 155.1 IN, RWD","50921"
"MINIBUS","DONGFENG","XIAOBAWANG","M08-014","1600","4X2","MT","GASOLINA","2023","CHINA","11 PLAZAS","14346"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","XLT","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","V6","51140"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","350 XL","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, EXTEND., HD, DRW","54270"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","350 XL","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, EXTEND., HD, DRW","60400"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","350 XLT","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, EXTEND., HD, DRW","56765"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","350 XLT","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, EXTEND., HD, DRW","62905"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","53205"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","51130"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO MEDIO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","52010"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","57400"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","55325"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XL","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO MEDIO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN","56205"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","55715"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","53640"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO MEDIO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","54515"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","59905"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","57835"
"MINIBUS","FORD","TRANSIT PASSENGER VAN","250 XLT","3500","4X4","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, TECHO MEDIO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, PUERTA TRASERA CON BISAGRAS 50/50, APERTURA DE 180 GRADOS, DISTANCIA ENTRE EJES 148 IN, SRW","58705"
"MINIBUS","FOTON","VIEW C2","S","2200","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO BAJO","12100"
"MINIBUS","FOTON","VIEW C2L","S","2200","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO","13500"
"MINIBUS","GMC","SAVANA PASSENGER","2500 LS","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, RWD","42300"
"MINIBUS","GMC","SAVANA PASSENGER","2500 LT","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, RWD","44400"
"MINIBUS","GMC","SAVANA PASSENGER","3500 LS","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, RWD","43500"
"MINIBUS","GMC","SAVANA PASSENGER","3500 LS","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, DISTANCIA ENTRE EJES EXTENDIDA","44300"
"MINIBUS","GMC","SAVANA PASSENGER","3500 LT","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, RWD","45200"
"MINIBUS","GMC","SAVANA PASSENGER","3500 LT","4300","4X2","AT","GASOLINA","2023","ESTADOS UNIDOS","12 PLAZAS, DISTANCIA ENTRE EJES EXTENDIDA","46000"
"MINIBUS","HIGER","RY6500","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO BAJO, LARGO 4.8 M","16502"
"MINIBUS","HIGER","RY6500","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO SEMI ALTO, LARGO 5.3 M","18266"
"MINIBUS","HIGER","RY6500","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO SEMI ALTO, LARGO 5.3 M","20950"
"MINIBUS","JOYLONG","A4","STANDARD","2250","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS","16524"
"MINIBUS","JOYLONG","A4","STANDARD","2450","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS","16689"
"MINIBUS","JOYLONG","A3","STANDARD","2250","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS","12858"
"MINIBUS","JOYLONG","A5","STANDARD","2450","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS","21812"
"MINIBUS","JOYLONG","HKL6480A","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","16 PLAZAS","14100"
"MINIBUS","KING LONG","TUYUE","STANDARD","2000","4X4","MT","GASOLINA","2023","CHINA","10 PLAZAS, TECHO ALTO","16295"
"MINIBUS","KING LONG","RY6500","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, LARGO 4.9 M","14800"
"MINIBUS","KING LONG","RY6500","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO SEMI ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, LARGO 5.3 M","16670"
"MINIBUS","KING LONG","R5/RY6540","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, LARGO 5.3 M","19600"
"MINIBUS","KING LONG","R5/RY6600","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, LARGO 5.9 M","20440"
"MINIBUS","KINGONE","R4 SERIES","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","9 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 2570 MM; LARGO 4.9 M","13878"
"MINIBUS","KINGONE","R4 SERIES","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","12 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 2570 MM; LARGO 4.9 M","14634"
"MINIBUS","KINGONE","R4L SERIES","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 3110 MM; LARGO 5.4 M","14418"
"MINIBUS","KINGONE","R4L SERIES","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 3110 MM; LARGO 5.4 M","15228"
"MINIBUS","KINGONE","R5 SERIES","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","14 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 3110 MM; LARGO 5.46 M","16038"
"MINIBUS","KINGONE","R5 SERIES","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","19 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 3110 MM; LARGO 5.46 M","17604"
"MINIBUS","KINGONE","R6 SERIES","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","23 PLAZAS, TECHO ALTO, DISTANCIA ENTRE EJES 3720 MM; LARGO 5.99 M","19764"
"MINIBUS","KINGONE","HIACE BUS","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO BAJO, 4 PUERTAS, PUERTA CORREDIZA LADO PASAJERO, LARGO 4.8 M, DISTANCIA ENTRE EJES 2570 MM","13668"
"MINIBUS","KINGSTAR","J5","LUXURY","2450","4X2","AT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","20976"
"MINIBUS","KINGSTAR","J5","LUXURY","2450","4X2","AT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","21146"
"MINIBUS","KINGSTAR","J5","LUXURY","2450","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18681"
"MINIBUS","KINGSTAR","J5","LUXURY","2450","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18851"
"MINIBUS","KINGSTAR","J5","LUXURY","2700","4X2","AT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","21276"
"MINIBUS","KINGSTAR","J5","LUXURY","2700","4X2","AT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","21446"
"MINIBUS","KINGSTAR","J5","LUXURY","2700","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18981"
"MINIBUS","KINGSTAR","J5","LUXURY","2700","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","19151"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2450","4X2","AT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18076"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2450","4X2","AT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18206"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2450","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","15781"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2450","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","15911"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2700","4X2","AT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","18976"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2700","4X2","AT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","19106"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2700","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","16681"
"MINIBUS","KINGSTAR","J5","ECONOMIC","2700","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","16811"
"MINIBUS","KINGSTAR","J6","STANDARD","2700","4X2","AT","GASOLINA","2023","CHINA","16 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","23976"
"MINIBUS","KINGSTAR","J6","STANDARD","2700","4X2","AT","GASOLINA","2023","CHINA","17 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","24061"
"MINIBUS","KINGSTAR","J6","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","16 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","21681"
"MINIBUS","KINGSTAR","J6","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","17 PLAZAS, TECHO ALTO, PUERTA CORREDIZA AUTOMATICA","21766"
"MINIBUS","KINGSTAR","KR5 SERIES","STANDARD","2450","4X2","MT","GASOLINA","2023","CHINA","14 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","17300"
"MINIBUS","KINGSTAR","KR5 SERIES","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","19 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","18850"
"MINIBUS","KINGSTAR","KR4L SERIES","STANDARD","2250","4X2","MT","GASOLINA","2023","CHINA","13 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","15800"
"MINIBUS","KINGSTAR","KR4L SERIES","STANDARD","2450","4X2","MT","GASOLINA","2023","CHINA","15 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","16550"
"MINIBUS","KINGSTAR","KR4 SERIES","STANDARD","2200","4X2","MT","GASOLINA","2023","CHINA","9 PLAZAS","15350"
"MINIBUS","KINGSTAR","KR4 SERIES","STANDARD","2250","4X2","MT","GASOLINA","2023","CHINA","9 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","15350"
"MINIBUS","KINGSTAR","KR4 SERIES","STANDARD","2400","4X2","MT","GASOLINA","2023","CHINA","12 PLAZAS","16100"
"MINIBUS","KINGSTAR","KR4 SERIES","STANDARD","2450","4X2","MT","GASOLINA","2023","CHINA","12 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","16100"
"MINIBUS","KINGSTAR","KR6 SERIES","STANDARD","2700","4X2","MT","GASOLINA","2023","CHINA","17 PLAZAS, TECHO ALTO, PUERTA CORREDIZA LADO PASAJERO","20800"
"MINIBUS","NISSAN","CARAVAN","GX","2500","4X2","AT","GASOLINA","2025","JAPÓN","10 PLAZAS; CUERPO LARGO","23635"
"MINIBUS","NISSAN","CARAVAN","STANDARD","2000","4X2","AT","GASOLINA","2024","JAPÓN","TRANSPORTE PARA MINUSVALIDOS, 2WD","28435"
"MINIBUS","NISSAN","CARAVAN","STANDARD","2500","4X2","AT","GASOLINA","2023","JAPÓN","TRANSPORTE PARA MINUSVALIDOS, 2WD","27463"
"MINIBUS","NISSAN","CARAVAN","STANDARD","2500","4X2","AT","GASOLINA","2024","JAPÓN","10 PLAZAS, TECHO ALTO","24612"
"MINIBUS","NISSAN","CARAVAN","STANDARD","2500","4X2","AT","GASOLINA","2025","JAPÓN","TRANSPORTE PARA MINUSVALIDOS, 2WD","27957"
"MINIBUS","RUIYUE","R6","STANDARD","2700","4X2","MT","GASOLINA","2024","CHINA","17 ASIENTOS","20800"
"MINIBUS","RUIYUE","R6","STANDARD","2700","4X2","MT","GASOLINA","2024","CHINA","19 ASIENTOS","20990"
"MINIBUS","RUIYUE","R6","STANDARD","2700","4X2","MT","GASOLINA","2024","CHINA","23 ASIENTOS","21370"
"MINIBUS","RZM","R4L","STANDARD","2250","4X2","MT","GASOLINA","2023","CHINA","11 PLAZAS","15100"
"MINIBUS","SUBARU","SAMBAR","VAN","660","4X2","AT","GASOLINA","2023","JAPÓN","6 PLAZAS","13800"
"MINIBUS","SUBARU","SAMBAR","VAN","660","4X2","MT","GASOLINA","2023","JAPÓN","6 PLAZAS","12800"
"MINIBUS","SUBARU","SAMBAR","VAN","660","4X4","AT","GASOLINA","2023","JAPÓN","6 PLAZAS","15800"
"MINIBUS","SUBARU","SAMBAR","VAN","660","4X4","MT","GASOLINA","2023","JAPÓN","6 PLAZAS","14800"
"MINIBUS","TOYOTA","HIACE","DX","2000","4X2","AT","GASOLINA","2025","JAPÓN","TRANSPORTE PARA MINUSVALIDOS","28315"
"MINIBUS","TOYOTA","HIACE","DX","2700","4X2","AT","GASOLINA","2023","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","19217"
"MINIBUS","TOYOTA","HIACE","DX","2700","4X4","AT","GASOLINA","2023","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","21234"
"MINIBUS","TOYOTA","HIACE","GL","2700","4X4","AT","GASOLINA","2023","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","22955"
"MINIBUS","TOYOTA","HIACE","STANDARD","2700","4X4","AT","GASOLINA","2023","JAPÓN","TRANSPORTE ESCOLAR, PLAZAS 2+12","26851"
"MINIBUS","TOYOTA","HIACE","STANDARD","2700","4X4","AT","GASOLINA","2024","JAPÓN","TRANSPORTE ESCOLAR, PLAZAS 2+12","24362"
"MINIBUS","TOYOTA","HIACE","STANDARD","2700","4X4","AT","GASOLINA","2025","JAPÓN","TRANSPORTE ESCOLAR, PLAZAS 2+12","24048"
"MINIBUS","TOYOTA","HIACE","GRAND CABIN","2700","4X2","AT","GASOLINA","2023","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","26132"
"MINIBUS","TOYOTA","HIACE","GRAND CABIN","2700","4X2","AT","GASOLINA","2024","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","23710"
"MINIBUS","TOYOTA","HIACE","GRAND CABIN","2700","4X2","AT","GASOLINA","2025","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","23213"
"MINIBUS","TOYOTA","HIACE","GRAND CABIN","2700","4X4","AT","GASOLINA","2023","JAPÓN","10 PLAZAS, TECHO ALTO, CARROCERIA LARGA","26460"
"MINIBUS","TOYOTA","HIACE","COMMUTER DX","2700","4X2","AT","GASOLINA","2023","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","21411"
"MINIBUS","TOYOTA","HIACE","COMMUTER DX","2700","4X4","AT","GASOLINA","2023","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","23447"
"MINIBUS","TOYOTA","HIACE","COMMUTER GL","2700","4X2","AT","GASOLINA","2023","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","23269"
"MINIBUS","TOYOTA","HIACE","COMMUTER GL","2700","4X2","AT","GASOLINA","2024","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","21112"
"MINIBUS","TOYOTA","HIACE","COMMUTER GL","2700","4X2","AT","GASOLINA","2025","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","20814"
"MINIBUS","TOYOTA","HIACE","COMMUTER GL","2700","4X4","AT","GASOLINA","2023","JAPÓN","14 PLAZAS, TECHO ALTO, CARROCERIA LARGA","23979"
